jugador;equipo;partido_id;minuto;segundo;x;y;tipo_evento
Wilfredo Daniel Caballero;Argentina;7531;91;11;5;36;Carry
Wilfredo Daniel Caballero;Argentina;7531;91;12;5;36;Pass
Faustino Marcos Alberto Rojo;Argentina;7531;91;13;20;31;Ball Receipt*
Faustino Marcos Alberto Rojo;Argentina;7531;91;13;20;31;Carry
Gylfi Thor Sigurdsson;Iceland;7531;91;13;101;43;Pressure
Faustino Marcos Alberto Rojo;Argentina;7531;91;14;21;31;Pass
Ever Maximiliano David Banega;Argentina;7531;91;14;31;36;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;91;14;31;36;Carry
Ever Maximiliano David Banega;Argentina;7531;91;16;30;44;Pass
NicolAs HernAn Otamendi;Argentina;7531;91;17;32;62;Ball Receipt*
NicolAs HernAn Otamendi;Argentina;7531;91;17;32;62;Carry
NicolAs HernAn Otamendi;Argentina;7531;91;17;34;62;Pass
Eduardo Antonio Salvio;Argentina;7531;91;20;37;78;Ball Receipt*
Eduardo Antonio Salvio;Argentina;7531;91;20;37;78;Carry
Eduardo Antonio Salvio;Argentina;7531;91;24;58;75;Pass
Ever Maximiliano David Banega;Argentina;7531;91;25;56;58;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;91;25;56;58;Carry
Ever Maximiliano David Banega;Argentina;7531;91;27;57;56;Pass
Faustino Marcos Alberto Rojo;Argentina;7531;91;28;62;28;Ball Receipt*
Faustino Marcos Alberto Rojo;Argentina;7531;91;28;62;28;Carry
Faustino Marcos Alberto Rojo;Argentina;7531;91;31;80;28;Pass
KAri iÅrnason;Iceland;7531;91;32;26;54;Pressure
Gonzalo Gerardo Higuain;Argentina;7531;91;32;95;28;Ball Receipt*
Gonzalo Gerardo Higuain;Argentina;7531;91;32;95;28;Carry
Gonzalo Gerardo Higuain;Argentina;7531;91;33;93;25;Pass
Cristian David Pavon;Argentina;7531;91;34;98;10;Ball Receipt*
Cristian David Pavon;Argentina;7531;91;34;98;10;Carry
Cristian David Pavon;Argentina;7531;91;36;105;11;Pass
Gonzalo Gerardo Higuain;Argentina;7531;91;37;104;21;Ball Receipt*
Gonzalo Gerardo Higuain;Argentina;7531;91;37;104;21;Carry
Ari Freyr Skulason;Iceland;7531;91;38;16;62;Pressure
Gonzalo Gerardo Higuain;Argentina;7531;91;40;97;33;Pass
Emil Hallfredsson;Iceland;7531;91;40;23;49;Pressure
Ever Maximiliano David Banega;Argentina;7531;91;41;92;48;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;91;41;92;48;Carry
Ever Maximiliano David Banega;Argentina;7531;91;42;92;48;Pass
Lionel Andres Messi Cuccittini;Argentina;7531;91;43;94;60;Ball Receipt*
Lionel Andres Messi Cuccittini;Argentina;7531;91;43;94;60;Carry
Lionel Andres Messi Cuccittini;Argentina;7531;91;46;98;52;Pass
Eduardo Antonio Salvio;Argentina;7531;91;48;110;64;Ball Receipt*
Eduardo Antonio Salvio;Argentina;7531;91;48;110;64;Carry
Eduardo Antonio Salvio;Argentina;7531;91;49;109;58;Pass
Lionel Andres Messi Cuccittini;Argentina;7531;91;50;101;53;Ball Receipt*
Lionel Andres Messi Cuccittini;Argentina;7531;91;50;101;53;Carry
Gylfi Thor Sigurdsson;Iceland;7531;91;50;20;28;Pressure
Lionel Andres Messi Cuccittini;Argentina;7531;91;53;105;52;Shot
Hannes Thor Halldorsson;Iceland;7531;91;54;1;38;Goal Keeper
Javier Alejandro Mascherano;Argentina;7531;92;27;57;57;Pass
Sergio Leonel Aguero del Castillo;Argentina;7531;92;31;69;55;Ball Receipt*
Birkir Bjarnason;Iceland;7531;92;31;50;24;Ball Recovery
Birkir Bjarnason;Iceland;7531;92;32;52;21;Pass
Bji∂rn Bergmann Sigurdarson;Iceland;7531;92;33;54;24;Ball Receipt*
Javier Alejandro Mascherano;Argentina;7531;92;33;68;55;Pass
Sergio Leonel Aguero del Castillo;Argentina;7531;92;34;73;50;Ball Receipt*
Birkir Bjarnason;Iceland;7531;92;34;47;28;Pass
Emil Hallfredsson;Iceland;7531;92;35;52;27;Ball Receipt*
Emil Hallfredsson;Iceland;7531;92;35;52;27;Carry
Javier Alejandro Mascherano;Argentina;7531;92;35;67;53;Pressure
Emil Hallfredsson;Iceland;7531;92;37;53;24;Pass
Ever Maximiliano David Banega;Argentina;7531;92;38;67;64;Pressure
Rurik Gislason;Iceland;7531;92;38;49;9;Ball Receipt*
Rurik Gislason;Iceland;7531;92;38;49;9;Carry
Rurik Gislason;Iceland;7531;92;43;63;2;Pass
Hordur Bjorgvin Magnusson;Iceland;7531;92;44;50;3;Ball Receipt*
Hordur Bjorgvin Magnusson;Iceland;7531;92;44;50;3;Carry
Hordur Bjorgvin Magnusson;Iceland;7531;92;44;50;3;Pass
Ari Freyr Skulason;Iceland;7531;92;47;90;42;Ball Receipt*
NicolAs Alejandro Tagliafico;Argentina;7531;92;47;29;41;Pass
Wilfredo Daniel Caballero;Argentina;7531;92;49;11;46;Ball Receipt*
Wilfredo Daniel Caballero;Argentina;7531;92;49;11;46;Carry
Wilfredo Daniel Caballero;Argentina;7531;92;51;16;49;Pass
Eduardo Antonio Salvio;Argentina;7531;92;54;43;75;Ball Receipt*
Eduardo Antonio Salvio;Argentina;7531;92;54;43;75;Carry
Eduardo Antonio Salvio;Argentina;7531;92;55;50;77;Pass
Ever Maximiliano David Banega;Argentina;7531;92;56;57;78;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;92;56;57;78;Carry
Ever Maximiliano David Banega;Argentina;7531;92;59;64;76;Pass
Javier Alejandro Mascherano;Argentina;7531;93;0;58;55;Ball Receipt*
Javier Alejandro Mascherano;Argentina;7531;93;0;58;55;Carry
Javier Alejandro Mascherano;Argentina;7531;93;1;58;55;Pass
Lionel Andres Messi Cuccittini;Argentina;7531;93;2;62;34;Ball Receipt*
Lionel Andres Messi Cuccittini;Argentina;7531;93;2;62;34;Carry
Lionel Andres Messi Cuccittini;Argentina;7531;93;6;80;32;Pass
NicolAs Alejandro Tagliafico;Argentina;7531;93;7;97;25;Ball Receipt*
Birkir MAr Si¶varsson;Iceland;7531;93;7;26;54;Interception
Lionel Andres Messi Cuccittini;Argentina;7531;93;7;91;27;Ball Recovery
Lionel Andres Messi Cuccittini;Argentina;7531;93;7;91;27;Carry
Ari Freyr Skulason;Iceland;7531;93;9;21;55;Pressure
Lionel Andres Messi Cuccittini;Argentina;7531;93;11;96;28;Pass
Ever Maximiliano David Banega;Argentina;7531;93;12;99;46;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;93;12;99;46;Carry
Ever Maximiliano David Banega;Argentina;7531;93;13;98;45;Pass
Lionel Andres Messi Cuccittini;Argentina;7531;93;14;113;37;Ball Receipt*
KAri iÅrnason;Iceland;7531;93;14;10;42;Clearance
Hordur Bjorgvin Magnusson;Iceland;7531;93;16;13;34;Clearance
Javier Alejandro Mascherano;Argentina;7531;93;20;77;70;Ball Recovery
Javier Alejandro Mascherano;Argentina;7531;93;20;77;70;Carry
Javier Alejandro Mascherano;Argentina;7531;93;21;79;72;Pass
Ever Maximiliano David Banega;Argentina;7531;93;22;87;78;Ball Receipt*
Ever Maximiliano David Banega;Argentina;7531;93;22;87;78;Carry
Ever Maximiliano David Banega;Argentina;7531;93;24;95;76;Pass
Hannes Thor Halldorsson;Iceland;7531;93;26;6;37;Goal Keeper
NicolAs HernAn Otamendi;Argentina;7531;93;27;89;44;Ball Recovery
NicolAs HernAn Otamendi;Argentina;7531;93;27;89;44;Carry
NicolAs HernAn Otamendi;Argentina;7531;93;30;97;30;Pass
NicolAs Alejandro Tagliafico;Argentina;7531;93;32;117;42;Ball Receipt*
Hannes Thor Halldorsson;Iceland;7531;93;32;2;40;Ball Recovery
Hannes Thor Halldorsson;Iceland;7531;93;32;2;40;Carry
Hannes Thor Halldorsson;Iceland;7531;93;45;17;51;Pass
Bji∂rn Bergmann Sigurdarson;Iceland;7531;93;50;81;55;Ball Receipt*
Faustino Marcos Alberto Rojo;Argentina;7531;93;50;39;26;Pass
Cristian David Pavon;Argentina;7531;93;54;66;18;Ball Receipt*
Cristian David Pavon;Argentina;7531;93;54;66;18;Pass
Lionel Andres Messi Cuccittini;Argentina;7531;93;57;77;36;Ball Receipt*
Lionel Andres Messi Cuccittini;Argentina;7531;93;57;77;36;Carry
Rurik Gislason;Iceland;7531;93;58;42;38;Pressure
Emil Hallfredsson;Iceland;7531;94;0;29;48;Foul Committed
Lionel Andres Messi Cuccittini;Argentina;7531;94;0;92;33;Foul Won
Lionel Andres Messi Cuccittini;Argentina;7531;94;57;90;36;Shot
Emil Hallfredsson;Iceland;7531;94;58;20;47;Block
Hannes Thor Halldorsson;Iceland;7531;94;58;1;40;Goal Keeper
Christian Dannemann Eriksen;Denmark;7532;0;0;61;41;Pass
Andreas Christensen;Denmark;7532;0;1;41;34;Ball Receipt*
Andreas Christensen;Denmark;7532;0;1;41;34;Carry
Christian Alberto Cueva Bravo;Peru;7532;0;2;66;48;Pressure
Andreas Christensen;Denmark;7532;0;2;41;37;Pass
Yussuf Yurary Poulsen;Denmark;7532;0;9;98;73;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;0;11;18;1;Pass
Victor Yoshimar Yotun Flores;Peru;7532;0;12;35;6;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;0;12;35;6;Pass
Henrik Dalsgaard;Denmark;7532;0;13;75;77;Pressure
Edison Michael Flores Peralta;Peru;7532;0;13;38;2;Ball Receipt*
Edison Michael Flores Peralta;Peru;7532;0;13;38;2;Pass
Victor Yoshimar Yotun Flores;Peru;7532;0;14;42;6;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;0;14;42;6;Carry
Victor Yoshimar Yotun Flores;Peru;7532;0;15;47;4;Pass
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;16;58;3;Ball Receipt*
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;16;58;3;Carry
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;16;59;3;Pass
Christian Alberto Cueva Bravo;Peru;7532;0;16;71;6;Ball Receipt*
Simon Thorup Kji¶r;Denmark;7532;0;16;57;77;Block
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;17;62;3;Pressure
William Vitved Kvist Jorgensen;Denmark;7532;0;17;59;74;Pass
Nicolai Jorgensen;Denmark;7532;0;19;76;70;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;0;19;45;3;Ball Recovery
Miguel iÅngel Trauco Saavedra;Peru;7532;0;19;45;3;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;0;19;46;3;Pass
Yussuf Yurary Poulsen;Denmark;7532;0;19;79;78;Pressure
Victor Yoshimar Yotun Flores;Peru;7532;0;20;55;6;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;0;20;62;7;Pass
Miguel iÅngel Trauco Saavedra;Peru;7532;0;21;45;4;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;0;21;45;4;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;0;21;55;3;Pass
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;22;66;5;Ball Receipt*
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;22;66;5;Carry
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;24;71;5;Pass
Edison Michael Flores Peralta;Peru;7532;0;25;72;2;Ball Receipt*
Edison Michael Flores Peralta;Peru;7532;0;25;72;2;Carry
Yussuf Yurary Poulsen;Denmark;7532;0;25;49;77;Pressure
Edison Michael Flores Peralta;Peru;7532;0;26;70;2;Dribble
Yussuf Yurary Poulsen;Denmark;7532;0;26;51;79;Duel
Henrik Dalsgaard;Denmark;7532;0;34;50;80;Pass
Andreas Christensen;Denmark;7532;0;36;36;55;Ball Receipt*
Andreas Christensen;Denmark;7532;0;36;36;55;Carry
Christian Alberto Cueva Bravo;Peru;7532;0;42;71;44;Pressure
Andreas Christensen;Denmark;7532;0;42;44;39;Pass
William Vitved Kvist Jorgensen;Denmark;7532;0;43;52;48;Ball Receipt*
William Vitved Kvist Jorgensen;Denmark;7532;0;43;52;48;Carry
William Vitved Kvist Jorgensen;Denmark;7532;0;45;53;46;Pass
Andreas Christensen;Denmark;7532;0;46;44;37;Ball Receipt*
Andreas Christensen;Denmark;7532;0;46;44;37;Carry
Christian Alberto Cueva Bravo;Peru;7532;0;48;71;46;Pressure
Andreas Christensen;Denmark;7532;0;49;46;35;Pass
Simon Thorup Kji¶r;Denmark;7532;0;50;38;65;Ball Receipt*
Simon Thorup Kji¶r;Denmark;7532;0;50;38;65;Carry
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;0;52;77;13;Pressure
Simon Thorup Kji¶r;Denmark;7532;0;53;44;76;Pass
Yussuf Yurary Poulsen;Denmark;7532;0;55;86;59;Ball Receipt*
Yussuf Yurary Poulsen;Denmark;7532;0;55;86;59;Carry
Yussuf Yurary Poulsen;Denmark;7532;0;56;85;64;Miscontrol
Victor Yoshimar Yotun Flores;Peru;7532;0;57;39;18;Ball Recovery
Victor Yoshimar Yotun Flores;Peru;7532;0;57;39;18;Carry
Victor Yoshimar Yotun Flores;Peru;7532;0;57;37;18;Dribble
Yussuf Yurary Poulsen;Denmark;7532;0;57;84;63;Duel
Edison Michael Flores Peralta;Peru;7532;0;58;42;14;50/50
Yussuf Yurary Poulsen;Denmark;7532;0;58;79;67;50/50
Renato Fabrizio Tapia Cortijo;Peru;7532;1;1;48;30;Duel
Thomas Delaney;Denmark;7532;1;1;73;51;Pass
Andre Martin Carrillo Diaz;Peru;7532;1;2;47;31;Ball Recovery
Christian Alberto Cueva Bravo;Peru;7532;1;3;52;37;Pass
Luis Jan Piers Advincula;Peru;7532;1;5;50;53;Ball Receipt*
Luis Jan Piers Advincula;Peru;7532;1;5;50;53;Carry
Pione Sisto Ifolo Emirmija;Denmark;7532;1;5;71;28;Pressure
Luis Jan Piers Advincula;Peru;7532;1;7;54;54;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;1;7;52;49;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;1;7;52;49;Carry
Renato Fabrizio Tapia Cortijo;Peru;7532;1;8;52;49;Pass
Christian Alberto Cueva Bravo;Peru;7532;1;9;50;60;Ball Receipt*
Christian Alberto Cueva Bravo;Peru;7532;1;9;50;60;Carry
Christian Alberto Cueva Bravo;Peru;7532;1;10;48;61;Pass
Christian Guillermo Martin Ramos Garagay;Peru;7532;1;12;32;54;Ball Receipt*
Christian Guillermo Martin Ramos Garagay;Peru;7532;1;12;32;54;Carry
Christian Guillermo Martin Ramos Garagay;Peru;7532;1;13;35;50;Pass
Victor Yoshimar Yotun Flores;Peru;7532;1;14;39;26;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;1;14;39;26;Carry
Nicolai Jorgensen;Denmark;7532;1;18;70;61;Pressure
Victor Yoshimar Yotun Flores;Peru;7532;1;18;48;10;Pass
Miguel iÅngel Trauco Saavedra;Peru;7532;1;20;57;3;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;1;20;57;3;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;1;21;58;3;Pass
Nicolai Jorgensen;Denmark;7532;1;23;75;71;Pressure
Alberto Junior Rodriguez Valdelomar;Peru;7532;1;23;37;9;Ball Receipt*
Alberto Junior Rodriguez Valdelomar;Peru;7532;1;23;37;9;Pass
Miguel iÅngel Trauco Saavedra;Peru;7532;1;24;48;3;Ball Receipt*
Nicolai Jorgensen;Denmark;7532;1;24;82;71;Block
Alberto Junior Rodriguez Valdelomar;Peru;7532;1;26;38;2;Pass
Victor Yoshimar Yotun Flores;Peru;7532;1;26;46;9;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;1;26;46;9;Carry
Victor Yoshimar Yotun Flores;Peru;7532;1;28;52;8;Pass
Andre Martin Carrillo Diaz;Peru;7532;1;31;73;77;Ball Receipt*
Andre Martin Carrillo Diaz;Peru;7532;1;31;73;77;Carry
Andre Martin Carrillo Diaz;Peru;7532;1;35;97;66;Pass
Jens Stryger Larsen;Denmark;7532;1;35;17;16;Block
Luis Jan Piers Advincula;Peru;7532;1;39;84;72;Ball Recovery
Luis Jan Piers Advincula;Peru;7532;1;39;84;72;Carry
Luis Jan Piers Advincula;Peru;7532;1;40;83;71;Pass
Andre Martin Carrillo Diaz;Peru;7532;1;41;84;62;Ball Receipt*
Andre Martin Carrillo Diaz;Peru;7532;1;41;84;62;Carry
Thomas Delaney;Denmark;7532;1;42;37;26;Pressure
Christian Dannemann Eriksen;Denmark;7532;1;42;39;28;Pressure
Andre Martin Carrillo Diaz;Peru;7532;1;43;82;58;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;1;44;75;59;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;1;44;75;59;Carry
Renato Fabrizio Tapia Cortijo;Peru;7532;1;45;75;59;Pass
Victor Yoshimar Yotun Flores;Peru;7532;1;46;76;44;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;1;46;76;44;Carry
Victor Yoshimar Yotun Flores;Peru;7532;1;46;74;41;Pass
Edison Michael Flores Peralta;Peru;7532;1;47;85;22;Ball Receipt*
Edison Michael Flores Peralta;Peru;7532;1;47;85;22;Carry
Edison Michael Flores Peralta;Peru;7532;1;48;85;22;Pass
Miguel iÅngel Trauco Saavedra;Peru;7532;1;50;93;3;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;1;50;93;3;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;1;52;101;11;Pass
Christian Alberto Cueva Bravo;Peru;7532;1;55;119;56;Ball Receipt*
Christian Alberto Cueva Bravo;Peru;7532;1;55;119;56;Pass
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;1;56;114;36;Ball Receipt*
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;1;56;115;36;Duel
Simon Thorup Kji¶r;Denmark;7532;1;56;6;45;Clearance
Miguel iÅngel Trauco Saavedra;Peru;7532;1;58;105;22;Pressure
Yussuf Yurary Poulsen;Denmark;7532;1;58;15;58;Ball Recovery
Yussuf Yurary Poulsen;Denmark;7532;1;58;15;58;Carry
Yussuf Yurary Poulsen;Denmark;7532;2;0;13;53;Dispossessed
Edison Michael Flores Peralta;Peru;7532;2;0;108;28;Duel
Henrik Dalsgaard;Denmark;7532;2;1;13;55;Clearance
Christian Guillermo Martin Ramos Garagay;Peru;7532;2;27;42;73;Pass
Andre Martin Carrillo Diaz;Peru;7532;2;28;71;49;Ball Receipt*
Andre Martin Carrillo Diaz;Peru;7532;2;28;66;55;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;2;29;62;55;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;2;29;62;55;Pass
Jens Stryger Larsen;Denmark;7532;2;30;35;21;Pressure
Christian Alberto Cueva Bravo;Peru;7532;2;30;77;57;Ball Receipt*
Christian Alberto Cueva Bravo;Peru;7532;2;30;77;57;Carry
Christian Alberto Cueva Bravo;Peru;7532;2;31;76;58;Miscontrol
Thomas Delaney;Denmark;7532;2;31;45;22;Pass
Pione Sisto Ifolo Emirmija;Denmark;7532;2;32;48;14;Ball Receipt*
Pione Sisto Ifolo Emirmija;Denmark;7532;2;32;48;14;Carry
Pione Sisto Ifolo Emirmija;Denmark;7532;2;32;48;14;Pass
Jens Stryger Larsen;Denmark;7532;2;34;36;23;Ball Receipt*
Jens Stryger Larsen;Denmark;7532;2;34;36;23;Carry
Jens Stryger Larsen;Denmark;7532;2;34;36;23;Pass
Nicolai Jorgensen;Denmark;7532;2;39;97;23;Ball Receipt*
Christian Guillermo Martin Ramos Garagay;Peru;7532;2;39;24;62;Ball Recovery
Christian Guillermo Martin Ramos Garagay;Peru;7532;2;39;24;62;Carry
Nicolai Jorgensen;Denmark;7532;2;41;105;13;Pressure
Nicolai Jorgensen;Denmark;7532;2;45;107;3;Foul Committed
Christian Guillermo Martin Ramos Garagay;Peru;7532;2;45;14;78;Foul Won
Christian Guillermo Martin Ramos Garagay;Peru;7532;3;21;16;76;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;3;24;64;55;Ball Receipt*
Thomas Delaney;Denmark;7532;3;24;55;25;Pass
Nicolai Jorgensen;Denmark;7532;3;26;81;40;Ball Receipt*
Alberto Junior Rodriguez Valdelomar;Peru;7532;3;26;38;38;Pass
Nicolai Jorgensen;Denmark;7532;3;28;78;45;Pressure
Miguel iÅngel Trauco Saavedra;Peru;7532;3;28;43;29;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;3;28;43;29;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;3;29;43;27;Pass
Edison Michael Flores Peralta;Peru;7532;3;29;56;29;Ball Receipt*
Nicolai Jorgensen;Denmark;7532;3;29;75;59;Block
Nicolai Jorgensen;Denmark;7532;3;31;92;66;Ball Recovery
Nicolai Jorgensen;Denmark;7532;3;31;92;66;Carry
Alberto Junior Rodriguez Valdelomar;Peru;7532;3;34;13;18;Pressure
Nicolai Jorgensen;Denmark;7532;3;34;107;69;Pass
Pione Sisto Ifolo Emirmija;Denmark;7532;3;35;105;42;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;3;35;14;25;Ball Recovery
Miguel iÅngel Trauco Saavedra;Peru;7532;3;35;14;25;Carry
Miguel iÅngel Trauco Saavedra;Peru;7532;3;38;6;23;Pass
Christian Alberto Cueva Bravo;Peru;7532;3;40;44;14;Ball Receipt*
William Vitved Kvist Jorgensen;Denmark;7532;3;40;80;67;Pass
Pione Sisto Ifolo Emirmija;Denmark;7532;3;41;94;60;Ball Receipt*
Pione Sisto Ifolo Emirmija;Denmark;7532;3;41;94;60;Carry
Pione Sisto Ifolo Emirmija;Denmark;7532;3;41;94;60;Pass
Christian Dannemann Eriksen;Denmark;7532;3;42;90;62;Ball Receipt*
Christian Dannemann Eriksen;Denmark;7532;3;42;90;62;Carry
Christian Dannemann Eriksen;Denmark;7532;3;42;90;62;Pass
Henrik Dalsgaard;Denmark;7532;3;43;82;71;Ball Receipt*
Henrik Dalsgaard;Denmark;7532;3;43;82;71;Carry
Christian Alberto Cueva Bravo;Peru;7532;3;44;40;12;Pressure
Henrik Dalsgaard;Denmark;7532;3;45;90;72;Pass
Miguel iÅngel Trauco Saavedra;Peru;7532;3;47;18;12;Pressure
Christian Dannemann Eriksen;Denmark;7532;3;48;108;79;Ball Receipt*
Christian Dannemann Eriksen;Denmark;7532;3;48;108;79;Carry
Edison Michael Flores Peralta;Peru;7532;3;51;17;5;Pressure
Christian Dannemann Eriksen;Denmark;7532;3;51;104;78;Pass
Henrik Dalsgaard;Denmark;7532;3;52;106;71;Ball Receipt*
Henrik Dalsgaard;Denmark;7532;3;52;106;71;Carry
Alberto Junior Rodriguez Valdelomar;Peru;7532;3;53;11;20;Pressure
Henrik Dalsgaard;Denmark;7532;3;53;112;67;Pass
Thomas Delaney;Denmark;7532;3;55;107;38;Ball Receipt*
Thomas Delaney;Denmark;7532;3;55;107;38;Carry
Thomas Delaney;Denmark;7532;3;57;106;38;Foul Committed
Pedro David Gallese Quiroz;Peru;7532;4;40;29;42;Pass
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;4;44;88;13;Ball Receipt*
William Vitved Kvist Jorgensen;Denmark;7532;4;44;33;68;Duel
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;4;44;88;13;Pass
Andre Martin Carrillo Diaz;Peru;7532;4;45;94;24;Ball Receipt*
Andre Martin Carrillo Diaz;Peru;7532;4;45;94;24;Carry
Andre Martin Carrillo Diaz;Peru;7532;4;45;94;24;Pass
Andreas Christensen;Denmark;7532;4;45;24;59;Pressure
Christian Alberto Cueva Bravo;Peru;7532;4;45;100;21;Ball Receipt*
Christian Alberto Cueva Bravo;Peru;7532;4;45;100;21;Carry
Andreas Christensen;Denmark;7532;4;46;20;57;Dribbled Past
Christian Alberto Cueva Bravo;Peru;7532;4;46;101;24;Dribble
Simon Thorup Kji¶r;Denmark;7532;4;47;13;49;Clearance
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;4;49;92;40;Duel
Thomas Delaney;Denmark;7532;4;49;29;41;Pass
Pione Sisto Ifolo Emirmija;Denmark;7532;4;51;29;38;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;4;51;87;40;Pass
Pione Sisto Ifolo Emirmija;Denmark;7532;4;52;32;32;Pressure
Luis Jan Piers Advincula;Peru;7532;4;52;88;58;Ball Receipt*
Luis Jan Piers Advincula;Peru;7532;4;52;87;57;Shot
Kasper Schmeichel;Denmark;7532;4;54;3;41;Goal Keeper
Kasper Schmeichel;Denmark;7532;5;26;7;36;Pass
Edison Michael Flores Peralta;Peru;7532;5;31;32;6;Pressure
Yussuf Yurary Poulsen;Denmark;7532;5;31;90;77;Ball Receipt*
Yussuf Yurary Poulsen;Denmark;7532;5;31;90;77;Carry
Yussuf Yurary Poulsen;Denmark;7532;5;32;90;78;Pass
Nicolai Jorgensen;Denmark;7532;5;33;105;68;Ball Receipt*
Miguel iÅngel Trauco Saavedra;Peru;7532;5;33;17;10;Interception
Miguel iÅngel Trauco Saavedra;Peru;7532;5;33;17;10;Carry
Nicolai Jorgensen;Denmark;7532;5;34;106;75;Pressure
Miguel iÅngel Trauco Saavedra;Peru;7532;5;34;13;6;Dispossessed
Nicolai Jorgensen;Denmark;7532;5;34;108;75;Duel
Miguel iÅngel Trauco Saavedra;Peru;7532;5;42;18;1;Pass
Victor Yoshimar Yotun Flores;Peru;7532;5;43;33;5;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;5;43;33;5;Carry
Victor Yoshimar Yotun Flores;Peru;7532;5;44;37;4;Pass
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;5;46;57;4;Ball Receipt*
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;5;46;57;4;Carry
Simon Thorup Kji¶r;Denmark;7532;5;46;64;77;Foul Committed
Jefferson Agusti≠n FarfAn Guadalupe;Peru;7532;5;46;57;4;Foul Won
Victor Yoshimar Yotun Flores;Peru;7532;6;0;56;3;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;6;1;46;16;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;6;1;46;16;Carry
Renato Fabrizio Tapia Cortijo;Peru;7532;6;5;45;24;Pass
Victor Yoshimar Yotun Flores;Peru;7532;6;5;47;9;Ball Receipt*
Victor Yoshimar Yotun Flores;Peru;7532;6;5;47;9;Carry
Christian Dannemann Eriksen;Denmark;7532;6;6;76;65;Pressure
Victor Yoshimar Yotun Flores;Peru;7532;6;6;47;9;Pass
Renato Fabrizio Tapia Cortijo;Peru;7532;6;7;45;24;Ball Receipt*
Renato Fabrizio Tapia Cortijo;Peru;7532;6;7;45;24;Carry
Renato Fabrizio Tapia Cortijo;Peru;7532;6;8;50;29;Pass
Kasper Schmeichel;Denmark;7532;6;11;12;33;Ball Recovery
Kasper Schmeichel;Denmark;7532;6;11;12;33;Carry
Kasper Schmeichel;Denmark;7532;6;13;15;31;Pass
Andreas Christensen;Denmark;7532;6;14;26;33;Ball Receipt*
Andreas Christensen;Denmark;7532;6;14;26;33;Carry
Andreas Christensen;Denmark;7532;6;23;38;40;Pass
Kasper Schmeichel;Denmark;7532;6;25;15;41;Ball Receipt*
Kasper Schmeichel;Denmark;7532;6;25;15;41;Carry
Kasper Schmeichel;Denmark;7532;6;29;25;48;Pass
Jens Stryger Larsen;Denmark;7532;6;31;66;17;Ball Receipt*
